{'news_id': 2, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 293, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 130, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 376, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 503, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 500, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 304, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 520, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 231, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 257, 'stock_id': 893, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'RANHILL UTILITIES', 'stock_symbol': 'RANHILL', 'company_name': 'RANHILL UTILITIES BERHAD'}
{'news_id': 257, 'stock_id': 56, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'ANEKA JARINGAN HOLDINGS', 'stock_symbol': 'ANEKA', 'company_name': 'ANEKA JARINGAN HOLDINGS BERHAD'}
{'news_id': 257, 'stock_id': 373, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'G3 GLOBAL', 'stock_symbol': 'G3', 'company_name': 'G3 GLOBAL BERHAD'}
{'news_id': 257, 'stock_id': 944, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SC ESTATE BUILDER', 'stock_symbol': 'SCBUILD', 'company_name': 'SC ESTATE BUILDER BERHAD'}
{'news_id': 257, 'stock_id': 893, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'RANHILL UTILITIES', 'stock_symbol': 'RANHILL', 'company_name': 'RANHILL UTILITIES BERHAD'}
{'news_id': 411, 'stock_id': 488, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'IHH HEALTHCARE', 'stock_symbol': 'IHH', 'company_name': 'IHH HEALTHCARE BERHAD'}
{'news_id': 411, 'stock_id': 103, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'AXIATA GROUP', 'stock_symbol': 'AXIATA', 'company_name': 'AXIATA GROUP BERHAD'}
{'news_id': 411, 'stock_id': 604, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'LBS BINA GROUP', 'stock_symbol': 'LBS', 'company_name': 'LBS BINA GROUP BHD'}
{'news_id': 411, 'stock_id': 63, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'APB RESOURCES', 'stock_symbol': 'APB', 'company_name': 'APB RESOURCES BHD'}
{'news_id': 483, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 316, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 216, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 281, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 368, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 521, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 443, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 466, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 238, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 314, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 373, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 484, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 407, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 462, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 409, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 27, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 28, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 12, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 499, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 102, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 104, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 13, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 193, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 123, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 414, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 15, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 116, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 451, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 16, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 523, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 497, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 461, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 490, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 420, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 85, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 343, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 538, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 429, 'stock_id': 692, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'MISC', 'stock_symbol': 'MISC', 'company_name': 'MISC BHD'}
{'news_id': 18, 'stock_id': 125, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'BANK ISLAM MALAYSIA', 'stock_symbol': 'BIMB', 'company_name': 'BANK ISLAM MALAYSIA BERHAD'}
{'news_id': 122, 'stock_id': 414, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'HAP SENG CONSOLIDATED', 'stock_symbol': 'HAPSENG', 'company_name': 'HAP SENG CONSOLIDATED BHD'}
{'news_id': 118, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 22, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 147, 'stock_id': 90, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'ATA IMS', 'stock_symbol': 'ATAIMS', 'company_name': 'ATA IMS BERHAD'}
{'news_id': 178, 'stock_id': 976, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SERBA DINAMIK HOLDINGS', 'stock_symbol': 'SERBADK', 'company_name': 'SERBA DINAMIK HOLDINGS BERHAD'}
{'news_id': 433, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 236, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 479, 'stock_id': 604, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'LBS BINA GROUP', 'stock_symbol': 'LBS', 'company_name': 'LBS BINA GROUP BHD'}
{'news_id': 437, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 138, 'stock_id': 640, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'MALTON', 'stock_symbol': 'MALTON', 'company_name': 'MALTON BHD'}
{'news_id': 371, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 151, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 6, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 114, 'stock_id': 413, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'HANDAL ENERGY', 'stock_symbol': 'HANDAL', 'company_name': 'HANDAL ENERGY BERHAD'}
{'news_id': 45, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 441, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 32, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 189, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 133, 'stock_id': 598, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'LAGENDA PROPERTIES', 'stock_symbol': 'LAGENDA', 'company_name': 'LAGENDA PROPERTIES BERHAD'}
{'news_id': 33, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 447, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 129, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 131, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 230, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 43, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 156, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 37, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 38, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 162, 'stock_id': 974, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SENHENG NEW RETAIL', 'stock_symbol': 'SENHENG', 'company_name': 'SENHENG NEW RETAIL BERHAD'}
{'news_id': 141, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 481, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 161, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 39, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 217, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 432, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 169, 'stock_id': 389, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'GFM SERVICES', 'stock_symbol': 'GFM', 'company_name': 'GFM SERVICES BERHAD'}
{'news_id': 169, 'stock_id': None, 'exchange': None, 'entity_type': 'STOCK_SYMBOL', 'entity_name': 'FM', 'stock_symbol': None, 'company_name': None}
{'news_id': 168, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 494, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 173, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 454, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 312, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 175, 'stock_id': 866, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'POH KONG HOLDINGS', 'stock_symbol': 'POHKONG', 'company_name': 'POH KONG HOLDINGS BHD'}
{'news_id': 315, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 180, 'stock_id': 986, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SIME DARBY', 'stock_symbol': 'SIME', 'company_name': 'SIME DARBY BHD'}
{'news_id': 505, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 167, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 464, 'stock_id': 604, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'LBS BINA GROUP', 'stock_symbol': 'LBS', 'company_name': 'LBS BINA GROUP BHD'}
{'news_id': 179, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 41, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 83, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 467, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 46, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 47, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 182, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 184, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 185, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 174, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 48, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 49, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 50, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 337, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 177, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 92, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 229, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 334, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 374, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 375, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 401, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 188, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 191, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 444, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 502, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 448, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 471, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 528, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 536, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 465, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 524, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 63, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 489, 'stock_id': 637, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'MAH SING GROUP', 'stock_symbol': 'MAHSING', 'company_name': 'MAH SING GROUP BHD'}
{'news_id': 512, 'stock_id': 1006, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SMTRACK', 'stock_symbol': 'SMTRACK', 'company_name': 'SMTRACK BERHAD'}
{'news_id': 21, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 194, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 53, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 326, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 291, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 210, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 192, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 235, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 322, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 26, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 379, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 197, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 54, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 393, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 408, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 507, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 198, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 424, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 427, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 495, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 457, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 340, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 55, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 514, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 248, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 228, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 535, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 349, 'stock_id': 651, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'MALAYAN BANKING', 'stock_symbol': 'MAYBANK', 'company_name': 'MALAYAN BANKING BHD'}
{'news_id': 349, 'stock_id': None, 'exchange': None, 'entity_type': 'STOCK_SYMBOL', 'entity_name': 'MAYBANK', 'stock_symbol': None, 'company_name': None}
{'news_id': 60, 'stock_id': 944, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SC ESTATE BUILDER', 'stock_symbol': 'SCBUILD', 'company_name': 'SC ESTATE BUILDER BERHAD'}
{'news_id': 60, 'stock_id': None, 'exchange': None, 'entity_type': 'STOCK_SYMBOL', 'entity_name': 'SCBUILD', 'stock_symbol': None, 'company_name': None}
{'news_id': 377, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 263, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 422, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 254, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 57, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 292, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 58, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 284, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 493, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 517, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 453, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 501, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 68, 'stock_id': 269, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'DATASONIC GROUP', 'stock_symbol': 'DSONIC', 'company_name': 'DATASONIC GROUP BERHAD'}
{'news_id': 61, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 62, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 296, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 390, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 117, 'stock_id': 1092, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'TIME DOTCOM', 'stock_symbol': 'TIMECOM', 'company_name': 'TIME DOTCOM BHD'}
{'news_id': 142, 'stock_id': 840, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'PETRONAS GAS', 'stock_symbol': 'PETGAS', 'company_name': 'PETRONAS GAS BHD'}
{'news_id': 142, 'stock_id': 839, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'PETRONAS DAGANGAN', 'stock_symbol': 'PETDAG', 'company_name': 'PETRONAS DAGANGAN BHD'}
{'news_id': 297, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 170, 'stock_id': 974, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SENHENG NEW RETAIL', 'stock_symbol': 'SENHENG', 'company_name': 'SENHENG NEW RETAIL BERHAD'}
{'news_id': 306, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
